,Seats,Engine_(CC),Power_(bhp),Mileage_(kmpl),Brand,Year,Kilometers_Driven,Fuel_Type,Tranmission,Owner_Type,Price_(Lacs)
1576,5,1186.0,73.97,24.0,Hyundai,2014,42277.0,Diesel,Manual,First,24.79
1577,5,2143.0,201.1,13.0,Mercedes-Benz,2014,46000.0,Diesel,Automatic,First,149.73
1578,7,2523.0,63.0,13.6,Mahindra,2012,35000.0,Diesel,Manual,First,45.08
1579,5,1197.0,82.0,18.9,Hyundai,2015,50000.0,Petrol,Manual,First,37.03
1580,5,1197.0,78.9,20.36,Hyundai,2008,62000.0,Petrol,Manual,Second,10.63
1581,5,1968.0,138.1,19.33,Volkswagen,2012,78000.0,Diesel,Manual,First,41.86
1582,5,1968.0,138.08,17.67,Skoda,2011,79000.0,Diesel,Manual,First,48.3
1583,7,2967.0,233.575,14.75,Audi,2019,6773.0,Diesel,Automatic,First,469.73
1584,7,2982.0,171.0,11.5,Toyota,2010,131500.0,Diesel,Manual,Second,70.84
1585,5,1061.0,67.0,18.9,Maruti,2013,36716.0,Petrol,Manual,First,19.45
1586,5,814.0,55.2,21.1,Hyundai,2013,65060.0,Petrol,Manual,First,21.38
1587,5,1198.0,86.8,19.4,Honda,2013,33000.0,Petrol,Manual,First,20.87
1588,5,796.0,47.3,22.74,Maruti,2015,11110.0,Petrol,Manual,First,15.13
1589,7,2523.0,62.1,15.96,Mahindra,2013,63000.0,Diesel,Manual,First,35.42
1590,5,1497.0,117.3,17.8,Honda,2015,27030.0,Petrol,Manual,First,43.47
1591,5,1598.0,103.52,15.0,Skoda,2015,19600.0,Petrol,Manual,First,39.61
1592,5,1197.0,81.8,22.0,Maruti,2016,27755.0,Petrol,Manual,First,35.1
1593,5,814.0,55.2,21.1,Hyundai,2013,20000.0,Petrol,Manual,Second,14.81
1594,5,1197.0,83.14,20.85,Maruti,2015,24782.0,Petrol,Manual,First,39.99
1595,5,1198.0,76.0,19.34,Nissan,2014,47303.0,Petrol,Automatic,First,33.55
1596,7,3163.75,233.575,8.3,Audi,2008,71000.0,Petrol,Automatic,First,77.22
1597,5,1248.0,75.0,17.8,Maruti,2010,131500.0,Diesel,Manual,First,19.96
1598,5,2179.0,138.03,13.49,Tata,2017,1000.0,Diesel,Manual,First,48.3
1599,5,1498.0,88.8,20.14,Volkswagen,2016,29000.0,Diesel,Manual,First,25.76
1600,5,1497.0,117.3,17.8,Honda,2016,36367.0,Petrol,Manual,First,49.78
1601,5,1497.0,117.3,17.4,Honda,2015,38000.0,Petrol,Manual,First,50.23
1602,4,796.0,37.0,16.1,Maruti,2011,83969.0,Petrol,Manual,First,8.37
1603,5,1498.0,88.8,20.14,Volkswagen,2014,82621.0,Diesel,Manual,First,28.46
1604,7,1991.0,147.9,12.5,Chevrolet,2009,89000.0,Diesel,Automatic,First,25.76
1605,7,2179.0,140.0,16.0,Mahindra,2016,54000.0,Diesel,Manual,First,83.72
1606,5,1498.0,98.6,25.8,Honda,2015,61691.0,Diesel,Manual,First,34.65
1607,5,1197.0,80.0,17.0,Hyundai,2011,32200.0,Petrol,Manual,Second,20.93
1608,5,998.0,67.0,20.51,Maruti,2016,68630.0,Petrol,Automatic,First,24.92
1609,5,1968.0,138.03,16.96,Volkswagen,2014,61000.0,Diesel,Automatic,Second,53.13
1610,5,1373.0,91.1,20.73,Maruti,2018,32644.0,Petrol,Manual,First,59.76
1611,7,2179.0,120.0,11.79,Mahindra,2012,85000.0,Diesel,Automatic,First,40.25
1612,5,1150.0,74.9,15.26,Chevrolet,2008,75000.0,Petrol,Manual,Second,7.41
1613,5,1373.0,91.2,20.73,Maruti,2016,40347.0,Petrol,Manual,First,50.23
1614,5,1396.0,90.0,23.0,Hyundai,2012,60788.0,Diesel,Manual,First,28.98
1615,5,1199.0,88.7,18.7,Honda,2018,18664.0,Petrol,Manual,First,48.69
1616,7,2179.0,140.0,16.0,Mahindra,2017,57847.0,Diesel,Manual,First,103.56
1617,5,1197.0,80.0,17.0,Hyundai,2012,52237.0,Petrol,Manual,First,28.98
1618,5,1582.0,126.32,22.32,Hyundai,2012,128000.0,Diesel,Manual,First,32.2
1619,5,1086.0,68.05,19.81,Hyundai,2011,54000.0,Petrol,Manual,First,14.17
1620,5,998.0,67.04,23.1,Maruti,2014,49800.0,Petrol,Automatic,First,25.76
1621,5,1199.0,73.9,20.86,Skoda,2012,98000.0,Diesel,Manual,First,16.16
1622,5,1248.0,74.0,25.2,Maruti,2015,60095.0,Diesel,Manual,First,30.59
1623,5,1086.0,66.7,16.0,Hyundai,2008,68000.0,Petrol,Manual,Second,12.88
1624,5,1197.0,78.9,20.36,Hyundai,2010,81402.0,Petrol,Manual,Second,13.52
1625,5,1499.0,110.0,16.5,Ford,2013,38000.0,Petrol,Automatic,First,40.25
1626,5,2987.0,210.0,11.5,Mercedes-Benz,2011,92239.0,Diesel,Automatic,Second,68.26
1627,5,1248.0,74.0,25.2,Maruti,2017,49224.0,Diesel,Manual,First,38.64
1628,4,796.0,37.0,16.1,Maruti,2004,12000.0,Petrol,Manual,Second,2.9
1629,5,1298.0,88.2,16.1,Maruti,2010,54898.0,Petrol,Manual,Third,16.1
1630,5,1591.0,121.3,15.29,Hyundai,2018,2500.0,Petrol,Manual,First,82.11
1631,5,1995.0,190.0,17.05,BMW,2017,32838.0,Diesel,Automatic,First,195.07
1632,5,1299.0,70.0,13.8,Ford,2006,27076.0,Petrol,Manual,First,10.3
1633,5,1498.0,89.84,22.7,Ford,2017,75445.0,Diesel,Manual,First,48.56
1634,5,1373.0,91.1,20.73,Maruti,2015,46601.0,Petrol,Manual,First,44.05
1635,5,1968.0,167.7,18.33,Volkswagen,2012,72000.0,Diesel,Automatic,First,38.64
1636,5,1498.0,98.6,27.3,Honda,2017,27000.0,Diesel,Manual,First,51.52
1637,5,1968.0,174.33,17.11,Audi,2016,68193.0,Diesel,Automatic,First,159.33
1638,5,1120.0,70.0,24.0,Hyundai,2017,34429.0,Diesel,Manual,First,35.42
1639,7,2987.0,224.0,12.0,Mercedes-Benz,2013,46000.0,Diesel,Automatic,First,231.84
1640,7,2494.0,100.6,12.99,Toyota,2013,80544.0,Diesel,Manual,First,75.93
1641,5,1498.0,97.7,16.95,Nissan,2011,42000.0,Petrol,Manual,Second,19.32
1642,5,1968.0,138.1,20.0,Skoda,2011,94821.0,Diesel,Automatic,Second,43.47
1643,5,1399.0,92.7,14.49,Chevrolet,2006,100000.0,Petrol,Manual,First,9.02
1644,7,1498.0,98.6,24.2,Honda,2014,57000.0,Diesel,Manual,First,37.03
1645,5,1248.0,73.9,21.1,Maruti,2010,79894.0,Diesel,Manual,First,21.9
1646,5,1198.0,73.9,16.47,Volkswagen,2011,44748.0,Petrol,Manual,Second,31.49
1647,5,1598.0,102.5,13.24,Nissan,2013,31000.0,Petrol,Manual,First,31.88
1648,5,998.0,66.1,16.98,Maruti,2013,60587.0,Petrol,Automatic,Second,22.48
1649,5,1364.0,67.05333333333334,23.59,Toyota,2011,32000.0,Diesel,Manual,First,24.79
1650,5,1497.0,118.0,17.0,Honda,2014,43772.0,Petrol,Manual,First,40.89
1651,5,1197.0,82.0,18.9,Hyundai,2017,23576.0,Petrol,Automatic,First,45.6
1652,5,1999.0,177.0,13.6,Jaguar,2017,4000.0,Diesel,Automatic,First,244.72
1653,8,2179.0,120.0,12.05,Mahindra,2012,62000.0,Diesel,Manual,First,40.25
1654,5,1796.0,186.0,11.74,Mercedes-Benz,2011,36000.0,Petrol,Automatic,First,65.37
1655,5,1798.0,157.75,13.7,Skoda,2014,80000.0,Petrol,Automatic,First,69.23
1656,4,1991.0,147.9,18.1,Chevrolet,2012,131500.0,Diesel,Automatic,First,29.95
1657,8,2179.0,120.0,12.05,Mahindra,2010,61001.0,Diesel,Manual,First,30.59
1658,5,1591.0,121.3,17.1,Hyundai,2015,52191.0,Petrol,Manual,First,50.1
1659,5,1396.0,90.0,23.0,Hyundai,2016,77076.0,Diesel,Manual,First,43.47
1660,5,1497.0,78.0,16.4,Honda,2008,56000.0,Petrol,Automatic,First,19.26
1661,5,1197.0,78.9,20.36,Hyundai,2013,21000.0,Petrol,Manual,First,15.13
1662,5,1498.0,98.6,25.8,Honda,2013,89429.0,Diesel,Manual,First,23.51
1663,5,998.0,67.04,22.5,Maruti,2012,45631.0,Petrol,Manual,Second,17.65
1664,5,1198.0,86.8,19.4,Honda,2013,53959.0,Petrol,Manual,First,22.54
1665,5,1197.0,80.0,17.0,Hyundai,2014,55804.0,Petrol,Manual,First,30.65
1666,5,1598.0,103.2,15.04,Volkswagen,2016,25899.0,Petrol,Manual,First,39.93
1667,5,1896.0,66.0,18.7,Skoda,2008,82000.0,Diesel,Manual,Second,15.13
1668,5,2143.0,204.0,13.0,Mercedes-Benz,2014,52000.0,Diesel,Automatic,First,157.78
1669,5,1598.0,102.57,13.24,Renault,2013,20000.0,Petrol,Manual,First,38.64
1670,5,814.0,55.2,21.1,Hyundai,2017,31829.0,Petrol,Manual,First,23.51
1671,5,1197.0,85.8,18.6,Maruti,2016,18094.0,Petrol,Manual,Second,40.31
1672,5,1461.0,108.45,19.5,Nissan,2011,80000.0,Diesel,Manual,Second,13.52
1673,5,2967.0,233.575,13.22,Audi,2015,11964.0,Diesel,Automatic,First,212.2
1674,5,1197.0,81.83,18.6,Hyundai,2018,22684.0,Petrol,Manual,First,50.23
1675,5,1198.0,86.8,19.4,Honda,2014,43521.0,Petrol,Manual,First,27.37
1676,5,1298.0,85.8,17.5,Maruti,2014,49386.0,Petrol,Manual,First,31.3
1677,5,1197.0,81.86,18.9,Hyundai,2017,12248.0,Petrol,Manual,First,31.56
1678,8,2498.0,112.0,11.68,Mahindra,2014,67771.0,Diesel,Manual,First,45.47
1679,4,1798.0,189.0,17.21,Volkswagen,2015,60007.0,Petrol,Automatic,First,28.98
1680,5,998.0,67.1,24.07,Maruti,2011,48624.0,Petrol,Manual,First,20.74
1681,5,1199.0,73.9,22.07,Volkswagen,2014,30000.0,Diesel,Manual,First,20.93
1682,5,1197.0,82.0,18.9,Hyundai,2016,81605.0,Petrol,Manual,First,29.17
1683,5,2143.0,170.0,14.84,Mercedes-Benz,2017,32642.0,Diesel,Automatic,First,223.98
1684,5,1591.0,121.3,15.74,Hyundai,2014,34200.0,Petrol,Automatic,First,41.86
1685,5,1172.0,67.0,15.7,Fiat,2010,72204.0,Petrol,Manual,First,14.49
1686,8,2494.0,100.0,12.99,Toyota,2011,131500.0,Diesel,Manual,Second,51.52
1687,7,1493.0,100.0,18.49,Mahindra,2017,47357.0,Diesel,Automatic,First,53.9
1688,5,1498.0,88.8,20.14,Volkswagen,2015,61738.0,Diesel,Manual,First,34.71
1689,5,1995.0,190.0,22.48,BMW,2018,32586.0,Diesel,Automatic,First,240.21
1690,5,2987.0,233.575,11.57,Mercedes-Benz,2018,40129.0,Diesel,Automatic,First,455.95
1691,5,2987.0,233.575,11.74,Mercedes-Benz,2012,51000.0,Diesel,Automatic,First,143.29
1692,5,1197.0,81.86,18.9,Hyundai,2018,10393.0,Petrol,Manual,First,38.83
1693,5,1798.0,157.75,13.7,Skoda,2011,46000.0,Petrol,Automatic,First,31.56
1694,5,1197.0,78.9,16.95,Hyundai,2013,21000.0,Petrol,Automatic,First,25.5
1695,5,1396.0,90.0,23.0,Hyundai,2011,113562.0,Diesel,Manual,First,29.62
1696,8,2179.0,120.0,12.05,Mahindra,2011,100010.0,Diesel,Manual,Second,35.42
1697,5,1198.0,86.8,19.4,Honda,2013,63107.0,Petrol,Manual,First,20.93
1698,5,1197.0,81.83,18.6,Hyundai,2017,58500.0,Petrol,Manual,First,40.25
1699,7,2499.0,143.0,10.9,Ford,2007,90000.0,Diesel,Manual,Fourth & Above,19.32
1700,5,1493.0,110.0,16.8,Hyundai,2011,108242.0,Diesel,Manual,First,27.37
1701,7,2982.0,171.0,11.5,Toyota,2011,131500.0,Diesel,Manual,First,78.89
1702,5,1995.0,184.0,17.05,BMW,2011,62943.0,Diesel,Automatic,Second,70.52
1703,7,2982.0,168.5,12.55,Toyota,2013,65000.0,Diesel,Automatic,First,106.26
1704,5,1199.0,88.76,19.0,Honda,2018,1700.0,Petrol,Automatic,First,50.23
1705,5,1086.0,68.05,19.81,Hyundai,2013,34697.0,Petrol,Manual,First,23.83
1706,5,1197.0,80.0,17.0,Hyundai,2012,58000.0,Petrol,Manual,First,25.76
1707,5,1995.0,187.74,19.59,BMW,2015,32500.0,Diesel,Automatic,First,172.27
1708,5,1968.0,181.0,15.17,Audi,2016,58661.0,Diesel,Automatic,First,180.51
1709,5,1197.0,81.8,20.4,Maruti,2017,37124.0,Petrol,Manual,First,35.03
1710,5,1197.0,83.1,21.4,Maruti,2017,44000.0,Petrol,Automatic,First,39.93
1711,5,1495.0,94.0,13.2,Hyundai,2005,45200.0,Petrol,Manual,First,5.8
1712,5,1197.0,85.8,18.5,Maruti,2016,11000.0,Petrol,Manual,First,25.44
1713,4,624.0,35.0,26.0,Tata,2011,65000.0,Petrol,Manual,Second,2.83
1714,5,1399.0,68.0,20.0,Ford,2012,55005.0,Diesel,Manual,First,17.71
1715,5,1968.0,167.7,18.33,Volkswagen,2011,81650.0,Diesel,Automatic,First,48.3
1716,5,1248.0,93.0,19.0,Fiat,2010,131500.0,Diesel,Manual,Second,16.1
1717,7,2489.0,93.7,14.95,Mahindra,2015,131500.0,Diesel,Manual,First,32.2
1718,5,998.0,67.1,18.9,Maruti,2013,67263.0,Petrol,Manual,First,23.18
1719,5,1496.0,88.7,17.6,Toyota,2012,44223.0,Petrol,Manual,First,25.7
1720,5,1197.0,82.0,18.9,Hyundai,2015,36840.0,Petrol,Manual,First,36.32
1721,8,2494.0,100.0,12.99,Toyota,2014,131500.0,Diesel,Manual,First,77.28
1722,5,1405.0,62.0,16.8,Tata,2008,131500.0,Diesel,Manual,First,4.51
1723,5,1995.0,184.0,18.88,BMW,2015,69123.0,Diesel,Automatic,First,122.36
1724,7,3163.75,197.0,10.91,Ford,2017,38000.0,Diesel,Automatic,First,196.29
1725,5,1462.0,103.25,21.56,Maruti,2017,5500.0,Petrol,Manual,First,52.81
1726,5,1498.0,99.0,25.83,Ford,2015,1001.0,Diesel,Manual,First,48.62
1727,5,1150.0,74.9,15.26,Chevrolet,2007,59000.0,Petrol,Manual,Third,6.38
1728,5,1497.0,118.0,16.8,Honda,2011,78256.0,Petrol,Automatic,First,26.73
1729,5,1498.0,97.6,16.95,Nissan,2016,90000.0,Petrol,Manual,First,39.93
1730,5,1197.0,85.8,19.1,Maruti,2016,18000.0,Petrol,Manual,First,28.34
1731,5,1399.0,68.0,20.0,Ford,2012,60000.0,Diesel,Manual,First,13.52
1732,5,1248.0,75.0,20.3,Fiat,2011,130000.0,Diesel,Manual,First,14.17
1733,5,1197.0,81.86,18.6,Hyundai,2018,32851.0,Petrol,Manual,First,53.71
1734,5,1248.0,74.0,23.4,Maruti,2014,32000.0,Diesel,Manual,First,28.01
1735,5,1498.0,89.84,22.7,Ford,2014,62700.0,Diesel,Manual,First,43.79
1736,5,1248.0,73.9,19.3,Maruti,2010,71000.0,Diesel,Manual,First,21.25
1737,5,1197.0,82.0,18.9,Hyundai,2016,19947.0,Petrol,Manual,First,32.46
1738,7,2953.0,153.86,11.4,Ford,2012,91000.0,Diesel,Automatic,First,59.25
1739,5,1199.0,73.9,22.07,Volkswagen,2014,74000.0,Diesel,Manual,First,36.71
1740,7,1493.0,100.0,18.49,Mahindra,2018,55594.0,Diesel,Manual,First,54.61
1741,4,2993.0,233.575,11.2,BMW,2013,58000.0,Diesel,Automatic,First,309.12
1742,5,1461.0,108.45,19.01,Renault,2012,110224.0,Diesel,Manual,First,39.28
1743,5,998.0,67.04,22.5,Maruti,2010,21002.0,Petrol,Manual,First,17.71
1744,7,1248.0,88.5,24.52,Maruti,2017,121000.0,Diesel,Manual,First,51.52
1745,5,796.0,46.3,19.7,Maruti,2010,73513.0,Petrol,Manual,First,11.91
1746,5,998.0,67.0,20.51,Maruti,2015,34000.0,Petrol,Automatic,First,24.79
1747,7,1196.0,73.0,15.1,Maruti,2017,28371.0,Petrol,Manual,First,30.53
1748,5,1461.0,108.45,19.6,Renault,2013,74755.0,Diesel,Manual,First,36.26
1749,5,1061.0,64.0,18.2,Maruti,2011,25805.0,Petrol,Manual,First,16.87
1750,5,1598.0,102.53,13.06,Renault,2015,82603.0,Petrol,Manual,First,31.56
1751,5,1799.0,130.0,13.5,Honda,2006,110000.0,Petrol,Manual,First,17.07
1752,7,2179.0,140.0,16.0,Mahindra,2012,88000.0,Diesel,Manual,First,38.58
1753,5,1461.0,64.1,21.0,Mahindra,2011,110000.0,Diesel,Manual,Second,15.46
1754,5,999.0,67.0,21.7,Renault,2017,15000.0,Petrol,Manual,First,27.37
1755,5,2967.0,233.575,15.15,Porsche,2013,70000.0,Diesel,Automatic,First,257.6
1756,5,1248.0,74.0,28.4,Maruti,2008,131500.0,Diesel,Manual,Second,17.39
1757,5,1198.0,67.0,20.63,Datsun,2016,19000.0,Petrol,Manual,First,19.26
1758,5,1197.0,80.0,18.5,Hyundai,2011,37442.0,Petrol,Manual,First,21.9
1759,5,1995.0,190.0,18.12,BMW,2016,63111.0,Diesel,Automatic,Second,198.35
1760,7,1248.0,88.8,20.77,Maruti,2012,88000.0,Diesel,Manual,First,37.67
1761,5,1197.0,82.0,18.9,Hyundai,2014,42355.0,Petrol,Manual,First,25.76
1762,5,2996.0,233.575,9.43,BMW,2011,75871.0,Petrol,Automatic,First,90.93
1763,5,1998.0,163.7,17.9,Chevrolet,2011,65000.0,Diesel,Manual,First,29.3
1764,5,2987.0,165.0,6.274999999999997,Mercedes-Benz,2015,69000.0,Diesel,Automatic,First,244.72
1765,5,1248.0,73.9,21.1,Maruti,2011,79232.0,Diesel,Manual,First,18.68
1766,5,1796.0,186.0,11.74,Mercedes-Benz,2007,131500.0,Petrol,Automatic,Second,38.64
1767,5,1197.0,81.83,18.6,Hyundai,2016,28470.0,Petrol,Manual,First,44.76
1768,5,998.0,68.05,20.3,Hyundai,2014,9759.0,Petrol,Manual,First,17.71
1769,5,1248.0,74.0,22.9,Maruti,2014,75216.0,Diesel,Manual,First,32.84
1770,5,1197.0,81.83,18.6,Hyundai,2017,8000.0,Petrol,Manual,First,43.47
1771,5,1197.0,85.8,18.5,Maruti,2014,59451.0,Petrol,Manual,First,23.76
1772,5,1248.0,74.0,22.9,Maruti,2013,53996.0,Diesel,Manual,First,35.1
1773,5,1199.0,88.7,17.5,Honda,2018,15135.0,Petrol,Manual,First,59.83
1774,5,1197.0,81.86,16.9,Hyundai,2015,53000.0,Petrol,Automatic,Second,25.76
1775,5,1198.0,86.7,18.0,Honda,2013,40000.0,Petrol,Manual,First,18.68
1776,5,1591.0,121.3,17.1,Hyundai,2013,21107.0,Petrol,Manual,First,33.81
1777,5,1497.0,116.3,16.8,Honda,2014,56000.0,Petrol,Manual,First,37.03
1778,5,1591.0,121.3,15.29,Hyundai,2017,19623.0,Petrol,Manual,First,84.49
1779,7,2179.0,140.0,15.1,Mahindra,2014,70963.0,Diesel,Manual,First,50.43
1780,5,998.0,58.16,26.6,Maruti,2013,25755.0,CNG,Manual,First,20.29
1781,7,2494.0,102.0,12.8,Toyota,2013,51450.0,Diesel,Manual,First,66.98
1782,5,1248.0,74.0,22.9,Maruti,2012,75000.0,Diesel,Manual,First,28.01
1783,5,998.0,67.0,22.5,Maruti,2017,37832.0,Petrol,Automatic,First,33.68
1784,5,1197.0,81.86,18.9,Hyundai,2016,43041.0,Petrol,Manual,First,38.7
1785,5,1498.0,98.6,25.8,Honda,2014,97236.0,Diesel,Manual,First,28.34
1786,5,1995.0,181.0,16.07,BMW,2010,83000.0,Diesel,Automatic,First,82.11
1787,5,1196.0,70.0,15.6,Ford,2011,65000.0,Petrol,Manual,First,15.46
1788,5,1198.0,73.75,17.0,Volkswagen,2018,46007.0,Petrol,Manual,First,36.77
1789,5,1498.0,89.84,22.7,Ford,2015,65925.0,Diesel,Manual,Second,35.36
1790,5,1343.0,90.0,13.0,Honda,2004,73500.0,Petrol,Manual,Second,8.37
1791,7,2179.0,140.0,16.0,Mahindra,2014,55000.0,Diesel,Manual,First,54.74
1792,7,2982.0,168.5,13.0,Toyota,2012,115000.0,Diesel,Manual,First,83.66
1793,5,1197.0,81.86,18.9,Hyundai,2017,31184.0,Petrol,Manual,First,32.2
1794,5,1248.0,73.75,28.4,Maruti,2017,41747.0,Diesel,Automatic,First,57.96
1795,5,1248.0,74.0,22.9,Maruti,2016,38143.0,Diesel,Manual,First,33.62
1796,5,1198.0,73.9,16.47,Volkswagen,2012,19030.0,Petrol,Manual,First,24.47
1797,5,1197.0,78.9,18.16,Toyota,2019,20877.0,Petrol,Manual,First,46.82
1798,5,1197.0,81.8,22.0,Maruti,2016,23555.0,Petrol,Manual,First,32.84
1799,5,2143.0,203.0,14.21,Mercedes-Benz,2013,29000.0,Diesel,Automatic,First,186.76
1800,5,998.0,67.1,18.9,Maruti,2013,61000.0,Petrol,Manual,First,18.68
1801,4,624.0,35.0,26.0,Tata,2012,4187.0,Petrol,Manual,First,8.89
1802,5,1798.0,157.8,13.4,Skoda,2011,46000.0,Petrol,Manual,First,35.42
1803,5,1197.0,103.5,17.21,Volkswagen,2016,28000.0,Petrol,Automatic,First,46.69
1804,5,1582.0,126.32,22.32,Hyundai,2014,83558.0,Diesel,Manual,First,44.95
1805,5,1248.0,74.0,22.95,Tata,2017,40000.0,Diesel,Manual,First,33.81
1806,5,814.0,55.2,21.1,Hyundai,2013,36000.0,Petrol,Manual,First,12.56
1807,5,1968.0,174.33,17.11,Audi,2014,21000.0,Diesel,Automatic,First,157.78
1808,7,2494.0,100.0,12.99,Toyota,2013,62162.0,Diesel,Manual,First,53.52
1809,5,2987.0,233.575,11.74,Mercedes-Benz,2012,83000.0,Diesel,Automatic,First,231.84
1810,5,1120.0,71.0,24.4,Hyundai,2015,58000.0,Diesel,Manual,First,35.42
1811,5,2354.0,177.6,11.7,Honda,2011,62332.0,Petrol,Automatic,First,37.93
1812,5,1498.0,103.2,20.34,Volkswagen,2016,50867.0,Diesel,Manual,First,51.2
1813,5,1197.0,80.0,17.0,Hyundai,2010,73000.0,Petrol,Manual,First,17.71
1814,5,1582.0,126.24,22.7,Hyundai,2012,98008.0,Diesel,Manual,First,40.25
1815,5,1399.0,68.05,20.0,Ford,2015,36000.0,Diesel,Manual,First,31.88
1816,5,1197.0,81.83,18.6,Hyundai,2019,27339.0,Petrol,Manual,First,40.38
1817,5,1582.0,126.2,23.9,Hyundai,2017,25000.0,Diesel,Manual,First,55.71
1818,5,1197.0,82.0,18.9,Hyundai,2014,37000.0,Petrol,Manual,First,22.54
1819,5,1968.0,174.3,14.16,Audi,2015,56000.0,Diesel,Automatic,First,225.4
1820,5,1298.0,85.8,17.5,Maruti,2015,27000.0,Petrol,Manual,First,28.66
1821,5,1197.0,80.0,18.5,Hyundai,2012,37000.0,Petrol,Manual,First,17.07
1822,5,1198.0,77.0,25.32,Mahindra,2017,10500.0,Diesel,Manual,First,30.27
1823,5,1582.0,126.2,18.23,Hyundai,2014,49000.0,Diesel,Automatic,First,57.32
1824,5,1956.0,170.0,17.1,Jeep,2017,7000.0,Diesel,Manual,First,112.38
1825,5,1248.0,88.5,24.3,Maruti,2017,71256.0,Diesel,Manual,First,61.7
1826,5,1798.0,138.03,14.28,Toyota,2012,83184.0,Petrol,Manual,First,40.06
1827,7,2179.0,140.0,15.1,Mahindra,2013,87284.0,Diesel,Manual,First,50.23
1828,5,1995.0,190.0,20.68,BMW,2016,7000.0,Diesel,Automatic,First,178.71
1829,5,1396.0,88.73,22.54,Hyundai,2015,29000.0,Diesel,Manual,Second,45.08
1830,5,2987.0,233.575,11.57,Mercedes-Benz,2017,33552.0,Diesel,Automatic,First,417.76
1831,5,1998.0,163.7,17.3,Chevrolet,2013,64000.0,Diesel,Manual,Second,41.86
1832,5,1197.0,80.0,18.5,Hyundai,2011,82000.0,Petrol,Manual,Second,17.39
1833,5,1198.0,86.8,19.4,Honda,2012,70000.0,Petrol,Manual,Second,16.1
1834,7,1461.0,84.8,19.3,Nissan,2013,131500.0,Diesel,Manual,First,25.12
1835,5,1198.0,73.9,16.47,Volkswagen,2015,58000.0,Petrol,Manual,First,25.44
1836,5,1197.0,78.9,20.36,Hyundai,2010,77000.0,Petrol,Manual,Second,13.52
1837,4,1991.0,147.9,18.1,Chevrolet,2009,73204.0,Diesel,Automatic,Third,22.54
1838,5,1086.0,68.05,19.81,Hyundai,2007,70000.0,Petrol,Manual,Second,12.88
1839,7,1248.0,88.76,20.77,Maruti,2014,79870.0,Diesel,Manual,First,34.45
1840,5,1498.0,98.6,25.8,Honda,2013,90000.0,Diesel,Manual,First,24.47
1841,5,1595.0,122.0,15.5,Mercedes-Benz,2016,17000.0,Petrol,Automatic,First,111.09
1842,5,1197.0,81.86,18.9,Hyundai,2018,46493.0,Petrol,Manual,First,35.61
1843,5,1197.0,78.9,20.36,Hyundai,2009,68000.0,Petrol,Manual,Third,12.56
1844,5,1248.0,74.0,28.4,Maruti,2017,2000.0,Diesel,Manual,First,52.81
1845,5,1343.0,90.0,13.0,Honda,1999,131500.0,Petrol,Manual,First,5.8
1846,7,2494.0,100.6,12.99,Toyota,2013,131500.0,Diesel,Manual,Third,41.86
1847,5,1998.0,112.0,23.8,Mini,2014,45535.0,Diesel,Automatic,First,125.0
1848,5,1368.0,112.4,15.7,Fiat,2016,39228.0,Petrol,Manual,First,42.38
1849,5,1399.0,92.7,14.49,Chevrolet,2011,57000.0,Petrol,Manual,Second,13.52
1850,5,1086.0,68.05,19.81,Hyundai,2008,85445.0,Petrol,Manual,Second,12.88
1851,5,1120.0,71.0,24.4,Hyundai,2015,54000.0,Diesel,Manual,First,23.83
1852,5,998.0,67.04,23.1,Maruti,2014,53000.0,Petrol,Automatic,First,24.47
1853,5,1197.0,78.9,20.36,Hyundai,2014,60000.0,Petrol,Manual,First,20.93
1854,5,1461.0,83.8,19.87,Renault,2015,65668.0,Diesel,Manual,First,35.61
1855,5,1995.0,190.0,22.69,BMW,2011,100000.0,Diesel,Automatic,Second,70.2
1856,5,1197.0,82.0,18.9,Hyundai,2018,1800.0,Petrol,Manual,First,32.84
1857,5,999.0,63.43333333333334,6.274999999999997,Hyundai,2007,96000.0,Petrol,Manual,Second,14.17
1858,5,995.0,62.0,18.0,Chevrolet,2009,44200.0,Petrol,Manual,Second,10.3
1859,5,1497.0,117.3,17.4,Honda,2018,14000.0,Petrol,Manual,First,72.45
1860,5,1598.0,103.6,20.54,Volkswagen,2013,131500.0,Diesel,Manual,First,38.0
1861,7,2982.0,169.0,11.5,Toyota,2012,73000.0,Diesel,Automatic,First,92.74
1862,5,1497.0,118.0,17.0,Honda,2011,68000.0,Petrol,Manual,First,23.18
1863,5,1995.0,190.0,18.12,BMW,2017,19543.0,Diesel,Automatic,First,260.82
1864,5,1968.0,174.3,14.16,Audi,2014,38000.0,Diesel,Automatic,Second,250.84
1865,5,1248.0,73.94,23.2,Maruti,2014,32805.0,Diesel,Manual,First,23.18
1866,5,1498.0,103.2,21.21,Volkswagen,2016,44782.0,Diesel,Automatic,First,45.85
1867,5,1498.0,98.6,26.0,Honda,2016,55700.0,Diesel,Manual,First,48.43
1868,5,1968.0,140.8,15.2,Audi,2012,60000.0,Diesel,Automatic,Second,66.65
1869,5,1598.0,103.52,15.0,Skoda,2014,56000.0,Petrol,Manual,First,45.08
1870,7,2982.0,171.0,11.5,Toyota,2011,60000.0,Diesel,Manual,First,69.87
1871,5,1991.0,123.7,16.52,Chevrolet,2010,78563.0,Diesel,Manual,First,15.13
1872,7,1196.0,73.0,15.1,Maruti,2014,34669.0,Petrol,Manual,First,18.68
